algorithm,K,seed,risk,expected_return
ECMADE-MOO,20,1012,0.0007751723744789029,0.005323078101907579
ECMADE-MOO,20,1012,0.0009089736216112138,0.006091468016223317
ECMADE-MOO,20,1012,0.0010615872916703605,0.006686567295546867
ECMADE-MOO,20,1012,0.000859912481706151,0.005829571669382421
ECMADE-MOO,20,1012,0.0007061793671807508,0.004568447808175937
ECMADE-MOO,20,1012,0.0011215119973604882,0.0069054459535469615
ECMADE-MOO,20,1012,0.000997654475561965,0.006474202296530517
ECMADE-MOO,20,1012,0.0011323943199014488,0.006921892964944031
ECMADE-MOO,20,1012,0.0007904980594607277,0.0054398459217282645
ECMADE-MOO,20,1012,0.001026969515226753,0.0065649860407960454
ECMADE-MOO,20,1012,0.001106634058180241,0.006859540892239594
ECMADE-MOO,20,1012,0.0007034468634788478,0.004531993646063492
ECMADE-MOO,20,1012,0.0008413941975437076,0.005759085483014749
ECMADE-MOO,20,1012,0.0007155627662921374,0.004735580171063983
ECMADE-MOO,20,1012,0.0009195717929281329,0.0061384889308581676
ECMADE-MOO,20,1012,0.0011719914255126232,0.007065874455794762
ECMADE-MOO,20,1013,0.0006736662133931611,0.003984871912991604
ECMADE-MOO,20,1013,0.0037292925040464647,0.010164593016544508
ECMADE-MOO,20,1013,0.002797472995927437,0.00949979589906575
ECMADE-MOO,20,1013,0.003573138406802573,0.010134406083222153
ECMADE-MOO,20,1013,0.0025507771966964783,0.009269626287353472
ECMADE-MOO,20,1013,0.0026421298951235777,0.009358534318342437
ECMADE-MOO,20,1013,0.0013933954407775572,0.007662036536993426
ECMADE-MOO,20,1013,0.0019792116118361692,0.008532918179082446
ECMADE-MOO,20,1013,0.0007534597223888101,0.005156144307188864
ECMADE-MOO,20,1013,0.0029082928870793946,0.00959734978840572
ECMADE-MOO,20,1013,0.0009246654309996369,0.006267860422715614
ECMADE-MOO,20,1013,0.0029964293053819854,0.0096660477827007
ECMADE-MOO,20,1013,0.0007747521955504047,0.005369593314207865
ECMADE-MOO,20,1013,0.0007116704801368849,0.004725860073261007
ECMADE-MOO,20,1013,0.0014943533564961593,0.007900145459248099
ECMADE-MOO,20,1013,0.001282701610352612,0.00747463420182398
ECMADE-MOO,20,1013,0.0013117650346847255,0.007536754515601049
ECMADE-MOO,20,1013,0.0010016404812400754,0.006603698030111464
ECMADE-MOO,20,1013,0.0015649991185920267,0.00802508072192727
ECMADE-MOO,20,1013,0.003436758624229693,0.010031972205893313
ECMADE-MOO,20,1013,0.0032946213122298233,0.009918246561328802
ECMADE-MOO,20,1013,0.0033942261358979255,0.009998748985714782
ECMADE-MOO,20,1013,0.0006785139690283731,0.0040773684284495125
ECMADE-MOO,20,1013,0.0030453100322715,0.009714103504848911
ECMADE-MOO,20,1013,0.0006887508609328029,0.00425662842139539
ECMADE-MOO,20,1013,0.0008720063721065284,0.005982150189004951
ECMADE-MOO,20,1013,0.0009567896327508109,0.006409833724486089
ECMADE-MOO,20,1013,0.002289770360136893,0.00900006152050518
ECMADE-MOO,20,1013,0.003328934810622379,0.009946429044648483
ECMADE-MOO,20,1013,0.0035987158204529813,0.01015298007631675
ECMADE-MOO,20,1013,0.002001884680430115,0.008663355696070308
ECMADE-MOO,20,1013,0.0007249592005567699,0.00484971886400189
ECMADE-MOO,20,1013,0.0007034492050833899,0.004570586700947058
ECMADE-MOO,20,1013,0.0023290847103819767,0.009044128077359052
ECMADE-MOO,20,1013,0.0030974833177556944,0.009761823538605198
ECMADE-MOO,20,1013,0.0010333598838159843,0.006681577565798078
ECMADE-MOO,20,1013,0.0029250887682550444,0.009604502595146289
ECMADE-MOO,20,1013,0.0020996818311770763,0.008785761776368837
ECMADE-MOO,20,1013,0.0008939803787351806,0.006107377450793951
ECMADE-MOO,20,1013,0.0018932223963323042,0.008504970828545998
ECMADE-MOO,20,1013,0.0027411238761155567,0.009450796804007377
ECMADE-MOO,20,1013,0.00322203013173295,0.009856924680163536
ECMADE-MOO,20,1013,0.003149516948847757,0.009789821193669758
ECMADE-MOO,20,1013,0.0009078847082544857,0.006154624980009123
ECMADE-MOO,20,1013,0.0026813034158729306,0.009393397928821491
ECMADE-MOO,20,1013,0.0010483137245629423,0.006768469442793341
ECMADE-MOO,20,1013,0.00321578277472353,0.009851532513293026
ECMADE-MOO,20,1013,0.0007323387741822911,0.0049607542368553074
ECMADE-MOO,20,1013,0.0008197753248471548,0.005684262815711381
ECMADE-MOO,20,1013,0.0011323284372932849,0.007056985150555542
ECMADE-MOO,20,1013,0.001713307312550262,0.008266059618927603
ECMADE-MOO,20,1013,0.0008527944719081649,0.005899749374083815
ECMADE-MOO,20,1013,0.0009891289084472178,0.006461312885639432
ECMADE-MOO,20,1013,0.0023792680336660495,0.009084782944387191
ECMADE-MOO,20,1013,0.0011145797733369534,0.006983055283247382
ECMADE-MOO,20,1013,0.0008290567490237878,0.005752095906777999
ECMADE-MOO,20,1013,0.0006980861318857246,0.004485323347937409
ECMADE-MOO,20,1013,0.000846111329248891,0.005828733829061152
ECMADE-MOO,20,1013,0.0017615035151950875,0.008339549378331227
ECMADE-MOO,20,1013,0.0010921117697803237,0.006938612342844256
ECMADE-MOO,20,1013,0.0021606585137836963,0.008849998729756994
ECMADE-MOO,20,1013,0.0020330737819088465,0.008704238482094145
ECMADE-MOO,20,1013,0.0024348998588563076,0.009153260160439075
ECMADE-MOO,20,1013,0.0008075669799354984,0.005582920036582388
ECMADE-MOO,20,1013,0.001199129187947371,0.007272913726635839
ECMADE-MOO,20,1013,0.003436758624229693,0.010031972205893313
ECMADE-MOO,20,1013,0.0024591183477738468,0.009174609319210034
ECMADE-MOO,20,1013,0.002405019784266052,0.009091897281536466
ECMADE-MOO,20,1013,0.001402945270642152,0.0077356603262040205
ECMADE-MOO,20,1013,0.002717097484440024,0.009428752825486626
ECMADE-MOO,20,1013,0.001875759859178836,0.008502009792363497
ECMADE-MOO,20,1013,0.0025111107965581163,0.009228785558750185
ECMADE-MOO,20,1013,0.0011485457768723023,0.00712181324029478
ECMADE-MOO,20,1013,0.002206103685192799,0.008897700012874939
ECMADE-MOO,20,1013,0.0008030497903552321,0.005526900203740007
ECMADE-MOO,20,1013,0.0024994324505942635,0.009204142601280182
ECMADE-MOO,20,1013,0.0010648343171157791,0.00683619704170562
ECMADE-MOO,20,1013,0.0006980648520567303,0.004385116376102588
ECMADE-MOO,20,1013,0.0012361604239858638,0.007355074904344413
ECMADE-MOO,20,1013,0.0014367794213031265,0.0077527837472272515
ECMADE-MOO,20,1013,0.0007469660467191852,0.005054362453490795
ECMADE-MOO,20,1013,0.001219712785648677,0.007325870880205214
ECMADE-MOO,20,1013,0.0006900188703621303,0.004348744953082386
ECMADE-MOO,20,1013,0.0022397236760248076,0.008942013067303592
ECMADE-MOO,20,1013,0.0014592014790624356,0.007833120195984162
ECMADE-MOO,20,1013,0.0018360143795125223,0.008443190092681728
ECMADE-MOO,20,1013,0.0016551372090445643,0.008169798311881044
ECMADE-MOO,20,1013,0.0014851543349185686,0.007864640242694027
ECMADE-MOO,20,1013,0.001606052640967548,0.008092154382561563
ECMADE-MOO,20,1013,0.002191835262495036,0.008870633910969056
ECMADE-MOO,20,1014,0.004775501025,0.010865
ECMADE-MOO,20,1014,0.0006760107493317499,0.0031443733904629066
ECMADE-MOO,20,1014,0.0024212049344979098,0.009135230300858768
ECMADE-MOO,20,1014,0.000677212055830315,0.0035460005697421416
ECMADE-MOO,20,1014,0.0015375587506451375,0.007960986604017435
ECMADE-MOO,20,1014,0.0006982782579943703,0.004282907628562227
ECMADE-MOO,20,1014,0.0007010191487908851,0.0045692526442244735
ECMADE-MOO,20,1014,0.0006886236986789618,0.004067557469344061
ECMADE-MOO,20,1014,0.002134725582753759,0.008709453977144897
ECMADE-MOO,20,1014,0.0019754771682341022,0.00862740195481052
ECMADE-MOO,20,1014,0.0011850848341595944,0.007192159713986087
ECMADE-MOO,20,1014,0.002322882721387349,0.00903747664110761
ECMADE-MOO,20,1014,0.004395742494323254,0.01065902316599964
ECMADE-MOO,20,1014,0.0007161947420745127,0.004761902349348231
ECMADE-MOO,20,1014,0.0014722212851726972,0.007845419762992654
ECMADE-MOO,20,1014,0.0006764220016069267,0.0031982321464324756
ECMADE-MOO,20,1014,0.0018942824833878035,0.008505262220863943
ECMADE-MOO,20,1014,0.001065386608442782,0.006805359122776822
ECMADE-MOO,20,1014,0.0025259292323142985,0.00923879911049311
ECMADE-MOO,20,1014,0.002027687128033621,0.008690578676289175
ECMADE-MOO,20,1014,0.0007824844765030803,0.005376720093349431
ECMADE-MOO,20,1014,0.0022744880886464694,0.00898515146979552
ECMADE-MOO,20,1014,0.0007391240248556736,0.004917626715317924
ECMADE-MOO,20,1014,0.00428748325287384,0.01059689544412136
ECMADE-MOO,20,1014,0.004638936471422667,0.010792904403691277
ECMADE-MOO,20,1014,0.0008114692416163952,0.005529581572326645
ECMADE-MOO,20,1014,0.002969455260104624,0.009610187364732478
ECMADE-MOO,20,1014,0.0016153188016037275,0.008107080348302723
ECMADE-MOO,20,1014,0.0011207848718401208,0.007037400610139768
ECMADE-MOO,20,1014,0.004130284616703725,0.010503539092953115
ECMADE-MOO,20,1014,0.0009391254186846309,0.006219410551182495
ECMADE-MOO,20,1014,0.0037091950418160794,0.010231137010499568
ECMADE-MOO,20,1014,0.0014207192425322367,0.0077736364294097035
ECMADE-MOO,20,1014,0.003627604554813777,0.010173735030803948
ECMADE-MOO,20,1014,0.0006813453023269643,0.0037578225375563498
ECMADE-MOO,20,1014,0.000683396946375678,0.003858491403922442
ECMADE-MOO,20,1014,0.0008926859969015724,0.006046841250352744
ECMADE-MOO,20,1014,0.0008231978242453654,0.005652336829855659
ECMADE-MOO,20,1014,0.002640674086200643,0.009356933114191472
ECMADE-MOO,20,1014,0.0009647622274442408,0.006431442633093527
ECMADE-MOO,20,1014,0.0013596651579148027,0.007589688711798829
ECMADE-MOO,20,1014,0.0010418354927769994,0.006635049247082723
ECMADE-MOO,20,1014,0.0013818951795181058,0.007673903132331248
ECMADE-MOO,20,1014,0.0007422890829947776,0.005071525547906674
ECMADE-MOO,20,1014,0.00428748325287384,0.01059689544412136
ECMADE-MOO,20,1014,0.0009975137512377918,0.006582700030273298
ECMADE-MOO,20,1014,0.002174298658186577,0.008860591493671004
ECMADE-MOO,20,1014,0.0035132485781921856,0.01009015298291929
ECMADE-MOO,20,1014,0.000869111718149135,0.0059443726943628735
ECMADE-MOO,20,1014,0.0031471424479722837,0.0097909880511967
ECMADE-MOO,20,1014,0.0011253380062728946,0.007040904108451557
ECMADE-MOO,20,1014,0.004752940688327903,0.010853231307553305
ECMADE-MOO,20,1014,0.003580547127121247,0.01013980569498273
ECMADE-MOO,20,1014,0.0030673877709877363,0.009679401473510301
ECMADE-MOO,20,1014,0.0031129400506781295,0.009771843362490895
ECMADE-MOO,20,1014,0.0028861141122723238,0.009579974292487942
ECMADE-MOO,20,1014,0.0009146225168397318,0.006179317531724118
ECMADE-MOO,20,1014,0.002672831957794205,0.00938765430364625
ECMADE-MOO,20,1014,0.0012300569706649902,0.007270644206429267
ECMADE-MOO,20,1014,0.003021850406030262,0.009676408097238146
ECMADE-MOO,20,1014,0.004130284616703725,0.010503539092953115
ECMADE-MOO,20,1014,0.0022045605910169146,0.008900668845053058
ECMADE-MOO,20,1014,0.002563872375378476,0.009277969555679009
ECMADE-MOO,20,1014,0.004591755377587091,0.010767503055901144
ECMADE-MOO,20,1014,0.0007696539545769581,0.00523066670006393
ECMADE-MOO,20,1014,0.003218352316947893,0.009853752608846557
ECMADE-MOO,20,1014,0.0008432366383125372,0.005786570301607497
ECMADE-MOO,20,1014,0.0018308011745689912,0.008434752947365344
ECMADE-MOO,20,1014,0.004046813538565398,0.010452307722445781
ECMADE-MOO,20,1014,0.0028594171913843844,0.009556859306653937
ECMADE-MOO,20,1014,0.003876338467737849,0.010343653168745432
ECMADE-MOO,20,1014,0.0017820884452453228,0.008360150939016027
ECMADE-MOO,20,1014,0.0012838333432433706,0.007384841411264397
ECMADE-MOO,20,1014,0.001301464891560738,0.007526442755524446
ECMADE-MOO,20,1014,0.0012315043879163334,0.00735980159219618
ECMADE-MOO,20,1014,0.0010515374036747611,0.006779891926583861
ECMADE-MOO,20,1014,0.003230340936009152,0.009870258152424892
ECMADE-MOO,20,1014,0.0007582660815034407,0.005180398445377727
ECMADE-MOO,20,1014,0.003983416690326585,0.010412559621609273
ECMADE-MOO,20,1014,0.0017174070384475206,0.008269692595981074
ECMADE-MOO,20,1014,0.002737696278274375,0.009432507910281551
ECMADE-MOO,20,1014,0.0018575991909308947,0.00845116724979999
ECMADE-MOO,20,1014,0.004505967721363181,0.010720628442683539
ECMADE-MOO,20,1014,0.0034152693964621442,0.010015267751310208
ECMADE-MOO,20,1014,0.0033500150156040814,0.00996350322874269
ECMADE-MOO,20,1014,0.0035241247477673507,0.010098105498287603
ECMADE-MOO,20,1014,0.0012912737272198441,0.007502501392598991
ECMADE-MOO,20,1014,0.0038073921507355327,0.01029801579489902
ECMADE-MOO,20,1014,0.003389739525941231,0.009988543439320114
ECMADE-MOO,20,1014,0.0027537517027067466,0.009461241861444864
ECMADE-MOO,20,1015,0.0006675325169725531,0.003323013660468616
ECMADE-MOO,20,1015,0.003075323252243897,0.009675296339886523
ECMADE-MOO,20,1015,0.002370054685273593,0.008761347660588562
ECMADE-MOO,20,1015,0.0020847378095763557,0.008749199523905824
ECMADE-MOO,20,1015,0.001982409207046729,0.008619824697804047
ECMADE-MOO,20,1015,0.0006737031769148223,0.003760704894793061
ECMADE-MOO,20,1015,0.000670825237238205,0.0034369616856351004
ECMADE-MOO,20,1015,0.0012192293293911576,0.007324967434185458
ECMADE-MOO,20,1015,0.0012462671957475689,0.007393789301194652
ECMADE-MOO,20,1015,0.001894455573296797,0.008516929427662355
ECMADE-MOO,20,1015,0.0009005041777447669,0.006140620909499628
ECMADE-MOO,20,1015,0.001183664954178212,0.007228673023226575
ECMADE-MOO,20,1015,0.0018523285462775122,0.008453982302848804
ECMADE-MOO,20,1015,0.0007230230296142794,0.004868003134414727
ECMADE-MOO,20,1015,0.000736344092170319,0.005002364166894828
ECMADE-MOO,20,1015,0.0016795679376605973,0.008205738228025396
ECMADE-MOO,20,1015,0.0009197371145926584,0.006240311377587222
ECMADE-MOO,20,1015,0.0007679152374426633,0.0053139897283327915
ECMADE-MOO,20,1015,0.0010121514683840383,0.00662926171152786
ECMADE-MOO,20,1015,0.0008111514897441883,0.005639362172500865
ECMADE-MOO,20,1015,0.001467780910993405,0.007857169343778385
ECMADE-MOO,20,1015,0.0006860271135550896,0.004248418217099602
ECMADE-MOO,20,1015,0.0015087132034661917,0.007936626959603694
ECMADE-MOO,20,1015,0.0008500140854514845,0.00587744961698789
ECMADE-MOO,20,1015,0.0019426767465624414,0.008590778362847511
ECMADE-MOO,20,1015,0.0015392013078268292,0.007981381509399518
ECMADE-MOO,20,1015,0.0019330528546633923,0.008541192600859471
ECMADE-MOO,20,1015,0.0010374790033113382,0.006710199708754024
ECMADE-MOO,20,1015,0.0006745349503229065,0.0038472008573917243
ECMADE-MOO,20,1015,0.0017421096882463078,0.008308329350972601
ECMADE-MOO,20,1015,0.0010565824771675825,0.0067922003320604555
ECMADE-MOO,20,1015,0.0014111145490975274,0.007716558922483112
ECMADE-MOO,20,1015,0.0013329623169787482,0.007593553583223117
ECMADE-MOO,20,1015,0.0008643059649259459,0.005958348737237152
ECMADE-MOO,20,1015,0.000999078889667893,0.0065734861317141915
ECMADE-MOO,20,1015,0.0018255326706840202,0.008431963775759149
ECMADE-MOO,20,1015,0.0014265145445940429,0.007782430139494425
ECMADE-MOO,20,1015,0.0007179170339653391,0.00478970664311345
ECMADE-MOO,20,1015,0.0016054150648364492,0.008086643532555553
ECMADE-MOO,20,1015,0.0011248925265515354,0.007035145948737746
ECMADE-MOO,20,1015,0.0009834878508979167,0.006516996266742903
ECMADE-MOO,20,1015,0.0006794771501619133,0.003943867475342009
ECMADE-MOO,20,1015,0.000711210937857912,0.00471444355064089
ECMADE-MOO,20,1015,0.0008275154476837452,0.005716647598964009
ECMADE-MOO,20,1015,0.001804696084476704,0.008393191962077978
ECMADE-MOO,20,1015,0.0012841546515756626,0.007463640163669946
ECMADE-MOO,20,1015,0.0017658533865706019,0.008337805266345503
ECMADE-MOO,20,1015,0.0007935438023379941,0.005526696994652839
ECMADE-MOO,20,1015,0.0015683384741253894,0.008036434192065903
ECMADE-MOO,20,1015,0.0006858552886295037,0.004129630231244893
ECMADE-MOO,20,1015,0.0008393646079618623,0.005812608280021692
ECMADE-MOO,20,1015,0.0016587827161539865,0.008180040784120952
ECMADE-MOO,20,1015,0.001638830634053838,0.008147717066735637
ECMADE-MOO,20,1015,0.0007611026046948548,0.005237366149257811
ECMADE-MOO,20,1015,0.0008026752746366184,0.005548199432377862
ECMADE-MOO,20,1015,0.0007527606820251678,0.005194060434976857
ECMADE-MOO,20,1015,0.0017831175985769387,0.008371358001501843
ECMADE-MOO,20,1015,0.0009787979373116866,0.006448495391328248
ECMADE-MOO,20,1015,0.0007459761328652573,0.005118486645675191
ECMADE-MOO,20,1015,0.0013854000486651565,0.007699399283847705
ECMADE-MOO,20,1015,0.0007895287439533574,0.005403971050300318
ECMADE-MOO,20,1015,0.0011477245352146666,0.00712539946324319
ECMADE-MOO,20,1015,0.001376880294620859,0.007651545589025572
ECMADE-MOO,20,1015,0.0010792152078055745,0.006844696398314549
ECMADE-MOO,20,1015,0.0006832004157842743,0.004001431424463775
ECMADE-MOO,20,1015,0.0011174605142253084,0.007026151227351753
ECMADE-MOO,20,1015,0.000951029004068021,0.00637404017041642
ECMADE-MOO,20,1015,0.00109670048741051,0.0069572367884694385
ECMADE-MOO,20,1015,0.0007412262102043031,0.005068677725003844
ECMADE-MOO,20,1015,0.0006888295205462468,0.004349313318572386
ECMADE-MOO,20,1015,0.001314081182397931,0.007542491572692539
ECMADE-MOO,20,1015,0.0006835558734246255,0.004086495390677322
ECMADE-MOO,20,1015,0.0010873680841794935,0.006864679106386548
ECMADE-MOO,20,1015,0.0008782242507625294,0.005993381628232982
ECMADE-MOO,20,1015,0.0017166797515186397,0.008272096475934493
ECMADE-MOO,20,1015,0.0017166797515186397,0.008272096475934493
ECMADE-MOO,20,1015,0.0007904392882367246,0.0054097829869545686
ECMADE-MOO,20,1015,0.0010402632736416656,0.006754904439815316
ECMADE-MOO,20,1015,0.001565753350853597,0.0080215347214565
ECMADE-MOO,20,1015,0.0013045169841125687,0.007532246048634198
ECMADE-MOO,20,1015,0.0008380124554505728,0.005741989989581628
ECMADE-MOO,20,1015,0.0015157797184455408,0.00794879768972453
ECMADE-MOO,20,1015,0.0008858614965216039,0.006035655855388343
ECMADE-MOO,20,1015,0.0007087615922067463,0.004638910732058317
ECMADE-MOO,20,1015,0.0006681920798176393,0.0034119436463145407
ECMADE-MOO,20,1015,0.0009414896280225962,0.006292505659581419
ECMADE-MOO,20,1015,0.0012860431412042971,0.00748855738626537
ECMADE-MOO,20,1015,0.0006936504737080949,0.0044539979891328185
ECMADE-MOO,20,1015,0.0016211335384834725,0.008116849127571492
ECMADE-MOO,20,1015,0.0006908669540099396,0.0043738689478042565
ECMADE-MOO,20,1016,0.0013519426405333174,0.007375148649209067
ECMADE-MOO,20,1016,0.0006796690911150738,0.003782715205656708
ECMADE-MOO,20,1016,0.0013519426405333174,0.007375148649209067
ECMADE-MOO,20,1016,0.001074302817488294,0.006756733757901043
ECMADE-MOO,20,1016,0.00113552186255185,0.006954308554068519
ECMADE-MOO,20,1016,0.001330739770221024,0.00735178664480619
ECMADE-MOO,20,1016,0.0009515970568696954,0.006289922164412752
ECMADE-MOO,20,1016,0.0007917027969202044,0.005431802030931411
ECMADE-MOO,20,1016,0.0010908672898039499,0.006803994507166931
ECMADE-MOO,20,1016,0.0009860942900167622,0.006422752305020105
ECMADE-MOO,20,1016,0.0006834231898780967,0.004060943491000041
ECMADE-MOO,20,1016,0.0009324579145471564,0.006207543587862344
ECMADE-MOO,20,1016,0.0011002590322418463,0.006831681340140689
ECMADE-MOO,20,1016,0.000734844145821701,0.004952751480192352
ECMADE-MOO,20,1016,0.0007168499348524936,0.0047477219542874875
ECMADE-MOO,20,1016,0.000690730204540694,0.004240523279012998
ECMADE-MOO,20,1016,0.001121731871442825,0.006906251638079952
ECMADE-MOO,20,1016,0.0011132413856152564,0.006880101647938928
ECMADE-MOO,20,1016,0.000693198649012918,0.004345113055659461
ECMADE-MOO,20,1016,0.000699033733034839,0.004465340103059349
ECMADE-MOO,20,1016,0.0009713501099554991,0.006359727853350793
ECMADE-MOO,20,1016,0.0010366274875906426,0.00662433043105909
ECMADE-MOO,20,1016,0.0009190384432355614,0.006150531372636568
ECMADE-MOO,20,1016,0.0008114174904511435,0.0055784033568198384
ECMADE-MOO,20,1016,0.0007303408633025888,0.0048542229441424665
ECMADE-MOO,20,1016,0.001153296012332633,0.0069856148924875
ECMADE-MOO,20,1016,0.0007114919117144227,0.004661210964011472
ECMADE-MOO,20,1016,0.00081927888621706,0.005619328357877722
ECMADE-MOO,20,1016,0.0008049879922829093,0.005512956195382714
ECMADE-MOO,20,1016,0.001215478291999648,0.007181002644450176
ECMADE-MOO,20,1016,0.0012987201537765511,0.007305487667992624
ECMADE-MOO,20,1016,0.0006832098281109569,0.003947059082650774
ECMADE-MOO,20,1016,0.0006966386393220347,0.004398078313717453
ECMADE-MOO,20,1016,0.001029686253461603,0.006587515500726895
ECMADE-MOO,20,1016,0.0012378751192470042,0.007197184365772793
ECMADE-MOO,20,1016,0.001196797053136948,0.0071503381800635
ECMADE-MOO,20,1016,0.0010495793995065016,0.006667360946128593
ECMADE-MOO,20,1016,0.000848108324758545,0.005787814583742815
ECMADE-MOO,20,1016,0.0006799809611194272,0.0038238629392869502
ECMADE-MOO,20,1016,0.001062389007330675,0.00670405736858814
ECMADE-MOO,20,1016,0.0007721021225450688,0.005290955122779237
ECMADE-MOO,20,1016,0.000786059551124508,0.005389227419177927
ECMADE-MOO,20,1016,0.0006816941084734511,0.003917499623560617
ECMADE-MOO,20,1016,0.0006849994253431928,0.004140614809333011
ECMADE-MOO,20,1016,0.0010063411396094668,0.006504872829893132
ECMADE-MOO,20,1016,0.0012256935498067916,0.007195073274586803
ECMADE-MOO,20,1016,0.0013154448171836214,0.007327394625822131
ECMADE-MOO,20,1016,0.0008430700849751942,0.005728161780146489
ECMADE-MOO,20,1016,0.0007209972614220765,0.004805960447520343
ECMADE-MOO,20,1016,0.0011794356446405345,0.007097584223959579
ECMADE-MOO,20,1016,0.0009029476952410652,0.006068598375456001
ECMADE-MOO,20,1016,0.0007082103830947678,0.004627998323638707
ECMADE-MOO,20,1016,0.0012482203465481643,0.0072223012844061145
ECMADE-MOO,20,1016,0.0007597157996042763,0.005173606071548116
ECMADE-MOO,20,1016,0.0009319082513066422,0.006195066347771049
ECMADE-MOO,20,1016,0.0012024536834013267,0.007159382291227676
ECMADE-MOO,20,1016,0.0012861079196969678,0.007288642975498338
ECMADE-MOO,20,1016,0.0009122471158478252,0.006115675919215654
ECMADE-MOO,20,1016,0.0007040968271177357,0.004546457185198641
ECMADE-MOO,20,1016,0.001253521759541682,0.007242910445961429
ECMADE-MOO,20,1016,0.0011685662168435815,0.00705911896263556
ECMADE-MOO,20,1016,0.0008532636914281534,0.005819513847929476
ECMADE-MOO,20,1016,0.0010003717670016797,0.006456420352771093
ECMADE-MOO,20,1016,0.0009653720091728994,0.006346336478786022
ECMADE-MOO,20,1016,0.0010119697285581293,0.006530365905727371
ECMADE-MOO,20,1016,0.0007407728579367979,0.005017269454122606
ECMADE-MOO,20,1016,0.0007632628492791286,0.005226924519177136
ECMADE-MOO,20,1016,0.0008654775611757844,0.005889921042115444
ECMADE-MOO,20,1016,0.0011794356446405345,0.007097584223959579
ECMADE-MOO,20,1016,0.0007492719178541806,0.005107724283260222
ECMADE-MOO,20,1016,0.0008749472658068264,0.005890017524206293
ECMADE-MOO,20,1016,0.0009932099941993922,0.0064539106284680955
ECMADE-MOO,20,1016,0.0008290517262549984,0.005671049177084055
ECMADE-MOO,20,1016,0.000887191642578519,0.005974477542192855
ECMADE-MOO,20,1016,0.0008933916572908959,0.0060320450686234565
ECMADE-MOO,20,1016,0.0011646516332895944,0.0070519763520043655
ECMADE-MOO,20,1016,0.000827627225650855,0.005657021756114601
ECMADE-MOO,20,1016,0.0008057267893045789,0.005518159384994935
ECMADE-MOO,20,1016,0.0012749837645372856,0.007274840042608216
ECMADE-MOO,20,1016,0.0007733468057298742,0.005313903010950988
ECMADE-MOO,20,1016,0.0007237959532130243,0.0048419386463945105
ECMADE-MOO,20,1016,0.0009070260019422167,0.006089380145814003
ECMADE-MOO,20,1016,0.0007397203648270486,0.004999709080464952
ECMADE-MOO,20,1016,0.0010213798449691242,0.006555333401494385
ECMADE-MOO,20,1016,0.0008920884970700811,0.006021776269208799
ECMADE-MOO,20,1016,0.0007460745413789425,0.005079203253136688
ECMADE-MOO,20,1016,0.0008773015799434441,0.005936876064637347
ECMADE-MOO,20,1016,0.0008353754377113665,0.005724164163027706
ECMADE-MOO,20,1016,0.0007049757362123777,0.004566264675083667
ECMADE-MOO,20,1016,0.0009586439196207027,0.006307603669992232
ECMADE-MOO,20,1017,0.003217058102988598,0.009668843732401044
ECMADE-MOO,20,1017,0.000659312881400097,0.00332100453977602
ECMADE-MOO,20,1017,0.0024508446330249473,0.008770297687758614
ECMADE-MOO,20,1017,0.003177655592120388,0.009633529226021696
ECMADE-MOO,20,1017,0.0019663342146530494,0.008616708274141394
ECMADE-MOO,20,1017,0.000726044907837097,0.004899663140952555
ECMADE-MOO,20,1017,0.0016121896351355,0.008075842104955686
ECMADE-MOO,20,1017,0.0019363995295268999,0.008580523427006492
ECMADE-MOO,20,1017,0.0007149751123941365,0.004756331112076149
ECMADE-MOO,20,1017,0.00117783386531953,0.007206686611078131
ECMADE-MOO,20,1017,0.0006699976325234502,0.003591783597359946
ECMADE-MOO,20,1017,0.0006783858023083373,0.003977346811464224
ECMADE-MOO,20,1017,0.0007414308926326364,0.005028129531645612
ECMADE-MOO,20,1017,0.0017653618019242844,0.008335807297554322
ECMADE-MOO,20,1017,0.0016546346903692946,0.008169125604126021
ECMADE-MOO,20,1017,0.001897363776487727,0.008499968620452762
ECMADE-MOO,20,1017,0.000671457379842905,0.003769172264129746
ECMADE-MOO,20,1017,0.0018116813513752226,0.008410385886609101
ECMADE-MOO,20,1017,0.001871984335782535,0.008479638135733526
ECMADE-MOO,20,1017,0.0006812246927656886,0.0040984480185673995
ECMADE-MOO,20,1017,0.0007064627573674252,0.004662070882303342
ECMADE-MOO,20,1017,0.0006733657652897345,0.003839644282380351
ECMADE-MOO,20,1017,0.0012062416288349943,0.007268030002820754
ECMADE-MOO,20,1017,0.0018377541495017617,0.008411591589955018
ECMADE-MOO,20,1017,0.000798746933545619,0.005524954539865783
ECMADE-MOO,20,1017,0.0016941321681870263,0.008233726860999314
ECMADE-MOO,20,1017,0.000668614080476298,0.0034976468568871724
ECMADE-MOO,20,1017,0.0010990123467706104,0.0069619618090181875
ECMADE-MOO,20,1017,0.0014894335277423898,0.007899768064166523
ECMADE-MOO,20,1017,0.0006832709060763324,0.004195853837597095
ECMADE-MOO,20,1017,0.0006893915721501721,0.004282961818418848
ECMADE-MOO,20,1017,0.000666718654186616,0.0033876680598213063
ECMADE-MOO,20,1017,0.0007553975308273121,0.005218147352746708
ECMADE-MOO,20,1017,0.001721026255009615,0.008280895833109841
ECMADE-MOO,20,1017,0.0008670573141638029,0.005945179421073171
ECMADE-MOO,20,1017,0.0015233828200608857,0.007957607145407572
ECMADE-MOO,20,1017,0.0008874782591957017,0.006076551967756439
